0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
380,3,4179,1,380,4180,1162,23,3068,914,320,2440,4181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,3,1219,1,1358,14,2441,2,3069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,4182,405,2049,2050,1301,863,1121,147,576,1,1727,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,251,3058,371,2,2,2,2,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,305,1,411,1410,408,525,1,877,225,49,1,700,3014,2,0,0,0,0,0,0,0,0,0,0,0,0,0
171,3,4176,583,74,7,1,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,652,23,564,1531,4183,8,439,889,372,1220,1078,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,110,1,221,32,52,286,2442,4184,1089,1042,490,145,3070,4185,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,473,567,1,2373,3071,1,517,1,384,6,1221,4186,3072,1,0,0,0,0,0,0,0,0,0,0,0,0
227,2278,1,97,4187,150,1,227,1290,1169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,409,1,515,3073,195,753,2443,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,3,121,490,289,165,640,1,171,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,3860,379,231,111,2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,271,1092,461,511,559,35,1054,442,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,53,2051,73,324,1,30,74,710,866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,3,268,2,1276,1170,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,146,275,4188,693,1043,157,810,1,250,146,275,4188,693,841,2,0,0,0,0,0,0,0,0,0,0,0,0
233,3,207,1,233,858,1,1394,3074,1263,833,440,1,2444,1,4189,0,0,0,0,0,0,0,0,0,0,0,0
70,4,33,337,95,362,4190,1035,1222,35,95,774,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
287,2445,1,12,51,1461,1630,3014,18,561,1044,2052,3075,1,489,59,532,287,4191,0,0,0,0,0,0,0,0,0
209,218,2763,673,1880,605,209,1,31,754,250,2276,1,355,2,15,0,0,0,0,0,0,0,0,0,0,0,0
178,4192,1,14,383,178,1,4193,4194,582,2446,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,14,1,10,3076,1480,3077,3068,719,2332,4195,361,230,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1223,1,221,415,1508,1036,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1433,1,110,403,302,44,117,106,416,390,1060,94,2447,15,0,0,0,0,0,0,0,0,0,0,0,0,0
185,461,201,759,185,760,422,572,481,643,320,678,2,480,168,0,0,0,0,0,0,0,0,0,0,0,0,0
277,4196,277,1025,2883,16,633,1275,4197,633,2717,98,1021,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,4198,1,795,800,521,56,747,362,70,540,35,2,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,2692,1,12,4,2053,1,311,204,753,1153,2054,2042,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,4199,3078,142,1313,1,781,686,525,207,1,1,1320,359,3,126,0,0,0,0,0,0,0,0,0,0,0,0
370,3,74,7,1,12,682,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,2448,332,731,25,732,332,838,25,952,131,1045,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,3,451,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,93,20,1064,1995,25,63,20,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3,1,49,168,1,17,21,1,347,1537,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,12,1,4200,1392,361,22,474,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3,269,555,3079,2035,41,37,555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,824,700,226,488,9,184,482,28,547,80,680,453,2,0,0,0,0,0,0,0,0,0,0,0,0,0
253,1,661,372,253,890,453,884,3080,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,3,16,138,3081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,3,867,3082,271,452,248,32,20,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1,4,568,151,508,30,1224,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,3,365,1701,677,1,870,1,3083,1,190,425,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,464,1,516,1468,1321,872,19,1489,13,4201,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,953,3084,1,3085,798,2188,341,107,417,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,4202,1,40,381,377,62,24,2,1728,1501,2449,1,378,4203,0,0,0,0,0,0,0,0,0,0,0,0,0
229,3,229,2055,132,4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,143,384,6,20,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1359,910,341,107,417,891,443,1046,443,1046,798,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,258,918,111,1,1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,3,1066,4205,1664,3662,243,545,1,2725,1,30,210,354,136,0,0,0,0,0,0,0,0,0,0,0,0,0
279,1,1402,279,3086,318,4206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,9,184,424,280,534,544,358,1,702,11,29,1,4207,15,1,1518,2,0,0,0,0,0,0,0,0,0
68,3,245,730,14,871,2042,341,72,7,1,68,43,1,2,18,561,0,0,0,0,0,0,0,0,0,0,0
71,129,1225,1,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,40,113,347,205,1538,64,73,2,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,3,1729,892,763,357,1122,157,4208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,4,33,27,429,4209,1149,3002,171,937,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,3,1265,779,286,285,65,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,4210,1,12,4211,529,829,366,8,2046,160,380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,37,916,1076,32,485,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,4212,121,3087,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,221,9,41,4213,4214,1,9,41,4215,1,949,2814,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
237,1,250,237,220,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,3,277,1,1672,907,1612,3088,1,16,2056,4216,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,857,1,308,1443,1285,47,1161,644,1633,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,4123,426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,848,1,12,471,148,1,83,815,4217,110,2057,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1473,435,4218,19,158,458,121,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1730,1,473,415,129,476,2,1498,3089,3090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,3091,3092,560,793,1144,4219,3093,4220,8,4221,4220,8,1621,4219,1144,138,2,0,0,0,0,0,0,0,0,0,0
25,101,470,1024,3094,63,1226,1132,25,201,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,458,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,2996,1164,954,630,4222,374,1,3095,4222,4223,160,1123,1,3096,351,2,0,0,0,0,0,0,0,0,0,0,0
214,3,2786,297,214,37,1,4224,272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,3,4,1478,1227,2,4225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,305,1,411,671,599,545,77,304,2262,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,496,6,497,24,177,379,642,231,6,17,21,23,2737,2257,1413,1866,231,0,0,0,0,0,0,0,0,0,0
21,2807,105,8,378,2450,4068,21,1,703,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,1020,1,10,322,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,3001,1,314,201,7,1,2058,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,1,4226,1,6,12,257,73,428,4227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3,2253,38,29,45,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,915,14,101,1347,4228,1112,548,1355,1113,14,181,505,199,2,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1360,4229,1731,2914,2451,1360,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,3,860,15,1,218,2452,35,674,179,976,977,699,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0
84,3,423,1166,1247,4230,7,1,3097,74,1661,84,1,1247,1647,2054,6,0,0,0,0,0,0,0,0,0,0,0
139,696,1,143,139,1039,1341,3098,436,2,1732,2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,10,3099,3100,1124,72,1,10,1,4231,19,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3,1913,38,1539,714,4232,70,1019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,685,2345,826,145,303,1540,375,63,3101,3974,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,53,50,4233,23,3078,3102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,425,2453,36,222,218,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,3,178,286,591,52,79,954,79,197,145,344,1,4234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,49,275,430,238,257,2454,244,2454,476,425,3023,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,816,1,196,118,243,1541,582,4235,650,2366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,4,568,1,10,211,392,673,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,3103,432,1,53,76,2040,3834,812,824,16,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,3,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,3,257,1733,2,67,4236,581,788,1022,550,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,1,722,2060,2821,359,3,249,892,189,39,1705,160,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1419,1734,96,4237,2351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,3,4238,2359,1989,936,1,17,21,3104,3105,6,2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,4239,567,1613,28,264,90,499,2456,2248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1360,4229,1731,2914,2451,1360,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,4,33,27,3106,106,1254,4240,638,3107,275,284,1529,1542,2,0,0,0,0,0,0,0,0,0,0,0,0,0
140,39,1044,1,3108,1,2457,311,4241,4,946,140,1,129,59,0,0,0,0,0,0,0,0,0,0,0,0,0
164,3109,751,1418,624,1186,3110,979,490,3111,88,164,751,479,4242,189,5,0,0,0,0,0,0,0,0,0,0,0
378,3,3885,13,417,378,2006,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,46,8,304,510,4243,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,3,200,261,932,350,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,651,198,270,1735,206,1714,309,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,3,4244,507,15,450,524,117,664,1228,468,397,188,1361,1003,86,940,0,0,0,0,0,0,0,0,0,0,0
151,3112,893,151,2458,353,1023,4245,1267,3090,1073,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,3,217,2459,950,189,101,4246,276,8,415,1007,68,43,160,2,0,0,0,0,0,0,0,0,0,0,0,0
244,533,359,3,472,2032,387,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3113,3114,3115,3116,391,48,395,56,1318,1543,2,3117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,1617,143,228,395,1153,43,673,131,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,662,1,135,812,3713,115,2756,519,1636,638,1452,249,231,6,51,7,1,502,0,0,0,0,0,0,0,0,0
202,10,320,898,930,281,1362,861,1363,2061,2062,1457,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,364,369,2063,448,186,677,3118,677,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,368,1993,1725,625,3119,228,3120,2,3121,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3,427,447,46,421,720,109,4247,14,238,4248,43,1,1736,2,0,0,0,0,0,0,0,0,0,0,0,0
67,3,617,67,373,63,618,584,585,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,409,1,180,707,13,421,675,1118,339,4119,4120,4121,1325,1,409,695,2,0,0,0,0,0,0,0,0,0,0
213,14,4249,3122,3090,57,1,22,1286,6,213,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,3,404,443,4250,2460,7,1,1445,437,677,260,962,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13,29,1440,13,3657,1420,1871,250,59,1986,3123,1,189,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,3,76,523,558,2461,8,4251,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,848,110,2057,570,3124,1229,1348,3125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,29,2064,2462,1504,122,434,540,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,20,29,383,4252,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,364,369,1,12,1160,1007,4253,179,3126,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,10,813,496,35,1058,88,179,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,1,12,327,580,879,289,434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,3,74,119,36,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,3,15,69,814,2,218,211,403,982,3863,3864,15,3865,3866,2871,2,0,0,0,0,0,0,0,0,0,0,0
72,3,705,130,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,409,74,397,476,1859,2242,1625,302,644,104,399,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,10,1737,686,775,127,980,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,340,1738,4254,19,1,116,179,755,733,374,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,1146,3127,197,478,3,518,555,1623,285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,3,4255,323,40,113,4256,4257,11,4258,4259,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,218,2942,1625,4128,3036,605,77,170,4129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,87,296,155,2,1106,197,73,1671,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1663,1,1230,276,2463,408,650,1739,1,4260,297,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,1,3684,10,2,18,13,3128,10,783,3129,4261,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,3,97,4262,864,3130,4263,4264,1405,429,4265,140,1485,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
225,676,1,659,318,3565,1189,407,225,1188,416,710,1,352,6,999,79,186,4,20,1,0,0,0,0,0,0,0
103,10,744,103,926,927,816,1005,483,766,11,928,1006,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
209,2357,250,523,4266,658,670,209,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,3,3816,360,336,211,6,410,996,8,1,4154,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,3,1219,1,131,14,1740,3131,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,14,1500,2913,391,115,4267,3591,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,10,98,514,16,628,172,589,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,9,184,424,280,534,544,358,1,702,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,3,1231,209,605,251,1232,604,419,828,88,1233,188,955,2,0,0,0,0,0,0,0,0,0,0,0,0,0
410,337,1056,2013,410,1103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,3,386,779,2728,1036,1188,4197,384,1200,415,256,1,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1,387,908,58,1307,4268,1084,2439,1,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,1741,1,1084,329,1934,330,283,27,2342,283,4269,6,4270,763,5,0,0,0,0,0,0,0,0,0,0,0,0
85,3,3132,3133,3134,85,3135,3136,3137,1,1424,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1848,2464,4271,4272,1019,2465,2,11,62,123,1533,1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3,429,655,2946,23,944,471,857,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1,3138,80,936,2066,1492,1699,4052,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,101,1347,1,14,501,766,417,8,267,7,1,1862,2067,588,273,2,315,0,0,0,0,0,0,0,0,0,0
299,712,441,50,2466,2467,223,299,1029,2409,2369,653,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,87,379,19,1,730,1427,1,379,1200,7,1,3024,1,99,1742,5,0,0,0,0,0,0,0,0,0,0,0
147,3,332,731,25,732,332,838,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1743,2033,1485,609,1679,3879,64,38,186,18,115,2,560,2875,3880,409,3881,0,0,0,0,0,0,0,0,0,0
125,4273,1,1744,1,325,125,197,145,818,1218,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,180,1,348,165,216,746,97,38,967,45,433,2,363,118,968,0,0,0,0,0,0,0,0,0,0,0,0
247,24,283,247,826,1458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,2025,1,14,1112,1355,1113,14,181,505,199,2,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,1745,1,448,582,1688,2068,214,1,4274,1152,497,1308,2441,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3,3139,8,655,1917,3140,2069,2070,2338,55,2,2418,4275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,1667,1,221,30,277,354,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,1470,401,1122,73,1,669,1162,1,198,2468,214,1688,1,1327,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,41,2469,1530,4276,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,201,249,87,202,1146,1447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,4,2964,1,2470,93,563,2939,877,3016,3141,3867,2696,1,3142,1,3991,2071,2,0,0,0,0,0,0,0,0,0
346,1746,86,2471,56,73,2861,2072,478,3,2471,487,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1728,2472,406,1234,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,3,824,93,144,249,711,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1117,28,451,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,1,307,1,87,3858,1,3143,1728,1,4277,1728,1,1543,242,2,0,0,0,0,0,0,0,0,0,0,0,0
230,3,4278,1747,1118,230,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,3,3144,831,867,1150,240,422,1298,325,197,446,1017,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0
208,4279,454,31,51,552,2473,208,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,3,1748,246,1544,576,2474,551,3145,2474,551,4280,3145,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,2926,502,22,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,3,245,491,259,851,1414,1,2,11,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1044,1,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,3,329,2073,7,1,299,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,2408,1,1678,2022,109,1145,4085,535,590,697,4086,3019,2,11,1087,0,0,0,0,0,0,0,0,0,0,0,0
241,455,1044,1044,1,1305,241,581,2974,1545,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,53,318,121,820,6,1525,323,354,77,493,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,607,2217,398,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,3,44,930,1,259,2,11,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,530,271,3146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,3,3826,807,6,130,1311,1036,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,3,257,137,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,560,533,520,271,1546,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1364,3064,4281,353,76,610,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,3,383,572,1283,946,128,2751,109,4282,4094,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,305,273,3147,138,1007,106,2679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,74,1199,1,1,119,1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,883,529,879,336,4283,34,402,1,106,872,19,465,668,29,7,1,529,899,1,0,0,0,0,0,0,0
253,3,661,372,253,890,453,884,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,4284,4285,1547,117,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,392,1,2475,80,540,182,3148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,496,1,135,4286,1160,20,145,197,1548,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,218,1301,147,576,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,3,6,531,114,24,2786,353,463,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,3,32,52,757,2074,1520,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,727,1,1749,1,10,415,1750,160,272,18,512,1,4287,1246,7,1,1,0,0,0,0,0,0,0,0,0,0
306,3,1407,2189,1703,938,1208,1996,61,292,88,1,2,2,11,4027,0,0,0,0,0,0,0,0,0,0,0,0
80,180,1,348,1088,1,3095,3149,4288,500,1,602,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,447,418,3150,357,1503,426,23,2,11,3566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,1,1294,76,355,2476,706,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,4,33,4,2319,1188,1189,2320,896,2321,1,153,347,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
158,3,30,320,1235,1549,30,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,635,2474,287,3151,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4289,1,832,4290,4291,603,57,1,217,476,1,13,2075,47,986,1,217,425,1,0,0,0,0,0,0,0,0
8,732,1,8,297,70,2944,1,406,264,637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,388,1,646,3685,331,167,54,1,3686,418,3687,418,33,2746,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,4292,203,705,507,953,2076,455,163,756,1751,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2329,1,4,568,23,391,48,395,44,1038,885,729,23,391,48,395,56,2,0,0,0,0,0,0,0,0,0
345,3,1868,1159,43,49,1365,7,1,345,1452,1814,6,1365,7,1,24,1,2,0,0,0,0,0,0,0,0,0
125,3,295,166,125,131,14,55,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,692,344,1126,2477,8,56,449,1311,2291,2077,869,635,375,1,78,2,0,0,0,0,0,0,0,0,0,0,0
157,3,4293,3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2075,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,3,274,1104,452,1031,508,428,356,671,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,3,902,502,61,1119,26,3033,607,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
